"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","OctDel_1 Area","OctDel_2 Area","OctDel_3 Area","OctComp_1 Area","OctComp_2 Area","OctComp_3 Area","OctWT_1 Area","OctWT_3 Area","OctWT_2 Area","Sample Profile (Ratio)","Del Area","Comp Area","WT Area","Group Profile (Ratio)","Avg. Mass","Description"
266,true,"MMAR_5080|cysS1|cysteinyl-tRNA",58.66,54.91,37,25,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",70121.72,68930.734,65427.926,52656.207,53484.957,49316.43,17526.148,14737.45,13409.074,1.00:0.98:0.93:0.75:0.76:0.70:0.25:0.21:0.19,68160.125,51819.195,15224.225,1.00:0.76:0.22,51692,"synthetase 1 CysS1 |469 AA"
2148,true,"MMAR_3799|MMAR_3799|type",64.77,2.21,4,3,"",7571.4453,6736.8813,7787.8594,3722.5186,4371.4907,3538.1047,1138.1951,1051.2517,1070.8992,1.00:0.89:1.03:0.49:0.58:0.47:0.15:0.14:0.14,7365.3955,3877.3713,1086.782,1.00:0.53:0.15,215835,"I modular polyketide synthase|2036 AA"
690,true,"MMAR_5304|fadE36|acyl-CoA",17.17,61.71,22,16,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",7496.3906,17632.756,7310.8945,8387.63,7525.032,4737.5996,2738.8528,2436.7656,3984.1155,1.00:2.35:0.98:1.12:1.00:0.63:0.37:0.33:0.53,10813.348,6883.4204,3053.2446,1.00:0.64:0.28,38294,"dehydrogenase FadE36|351 AA"
1272,true,"MMAR_2661|MMAR_2661|conserved",87.88,56.68,10,7,"Deamidation (NQ); Oxidation (M)",12516.155,12265.734,11514.467,4751.144,5163.5356,4797.358,1092.5068,1160.0973,1095.2897,1.00:0.98:0.92:0.38:0.41:0.38:0.09:0.09:0.09,12098.786,5051.853,1115.9646,1.00:0.42:0.09,20422,"hypothetical protein|188 AA"
909,true,"MMAR_p23|parA||277",45.08,66.30,21,12,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",26810.838,30066.629,30969.525,4778.0693,13833.506,12282.846,789.86084,643.9594,643.22925,1.00:1.12:1.16:0.18:0.52:0.46:0.03:0.02:0.02,29282.33,10298.141,726.63794,1.00:0.35:0.02,29570,"AA"
2735,true,"MMAR_3954|MMAR_3954|conserved",28.06,2.94,3,1,"",1333.9338,1228.6375,1199.0077,1280.6581,1405.4054,2019.0986,302.15845,131.91252,0.0,1.00:0.92:0.90:0.96:1.05:1.51:0.23:0.10:0.00,1253.8596,1568.3873,217.03549,1.00:1.25:0.17,64086,"hypothetical membrane protein|580 AA"
2695,true,"MMAR_3522|MMAR_3522|transcriptional",1.61,1.11,1,1,"",155.61682,115.034515,68.50389,110.05089,86.54372,123.84306,124.20709,121.943756,130.11462,1.00:0.74:0.44:0.71:0.56:0.80:0.80:0.78:0.84,113.05174,106.81255,125.42182,1.00:0.94:1.11,97518,"regulatory protein (LuxR-family)|904 AA"
97,true,"MMAR_1256|accD5|propionyl-CoA",54.50,75.64,44,32,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",111848.766,131844.72,119946.97,108122.11,112802.05,117718.65,47208.688,51221.34,51802.836,1.00:1.18:1.07:0.97:1.01:1.05:0.42:0.46:0.46,121213.484,112880.94,50077.62,1.00:0.93:0.41,58940,"carboxylase beta chain 5 AccD5 |547 AA"
19,true,"MMAR_5100|clpC1|ATP-dependent",6.38,82.90,138,86,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; Pyro-glu from Q",540973.8,434747.2,409756.12,336222.12,447355.66,247168.47,322161.75,387538.5,155459.67,1.00:0.80:0.76:0.62:0.83:0.46:0.60:0.72:0.29,461825.72,343582.06,288386.66,1.00:0.74:0.62,93734,"protease ATP-binding subunit ClpC1|849 AA"
955,true,"MMAR_2398|hisH|amidotransferase",64.95,70.48,13,9,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",28300.842,26580.656,24911.69,10010.934,9391.38,8500.496,3072.7832,3532.6472,3760.6885,1.00:0.94:0.88:0.35:0.33:0.30:0.11:0.12:0.13,26597.729,9300.937,3455.3728,1.00:0.35:0.13,22026,"HisH|211 AA"
706,true,"MMAR_5396|sodA|superoxide",65.84,66.18,16,10,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",299322.38,347900.88,353765.5,75857.85,80670.44,65603.44,47921.3,46851.28,48407.31,1.00:1.16:1.18:0.25:0.27:0.22:0.16:0.16:0.16,333662.9,74043.91,47726.633,1.00:0.22:0.14,23164,"dismutase [fe] SodA|208 AA"
2331,true,"MMAR_1127|MMAR_1127|conserved",75.93,7.64,1,1,"",3215.5183,2871.9456,3414.2886,665.53485,606.03546,575.31714,110.51678,113.903915,92.63133,1.00:0.89:1.06:0.21:0.19:0.18:0.03:0.04:0.03,3167.2507,615.62915,105.684006,1.00:0.19:0.03,44469,"hypothetical protein|407 AA"
2862,true,"MMAR_5039|echA20|enoyl-CoA",23.44,14.98,3,2,"Acetylation (Protein N-term)",929.3502,853.57587,929.16547,1295.36,1037.4655,1224.385,167.21849,416.41986,424.26276,1.00:0.92:1.00:1.39:1.12:1.32:0.18:0.45:0.46,904.0305,1185.7368,335.96704,1.00:1.31:0.37,26350,"hydratase EchA20 |248 AA"
597,true,"MMAR_4526|moaB2|pterin-4-alpha-carbinolamine",56.76,79.01,19,13,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",126514.49,124388.69,125360.08,61875.684,60570.008,59556.68,63334.035,71137.61,72595.37,1.00:0.98:0.99:0.49:0.48:0.47:0.50:0.56:0.57,125421.086,60667.457,69092.62,1.00:0.48:0.55,18376,"dehydratase MoaB2|182 AA"
260,true,"MMAR_3740|eis|enhanced",71.63,71.28,40,29,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",120049.516,115844.96,108854.81,76005.484,76394.84,78281.58,25415.28,25129.04,22274.19,1.00:0.96:0.91:0.63:0.64:0.65:0.21:0.21:0.19,114916.43,76893.97,24272.836,1.00:0.67:0.21,43011,"intracellular survival protein Eis|398 AA"
672,true,"MMAR_1716|leuB|3-isopropylmalate",35.89,39.23,22,12,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",67561.39,67749.35,69280.38,54744.81,50235.01,53564.45,32281.807,39345.72,28788.797,1.00:1.00:1.03:0.81:0.74:0.79:0.48:0.58:0.43,68197.05,52848.09,33472.105,1.00:0.77:0.49,36046,"dehydrogenase LeuB|340 AA"
1512,true,"MMAR_0604|MMAR_0604|conserved",20.61,29.48,8,6,"Carbamidomethylation; Deamidation (NQ)",6215.6357,5620.3096,6367.9253,3012.6245,2661.6758,3018.9678,1571.8615,849.5065,231.26627,1.00:0.90:1.02:0.48:0.43:0.49:0.25:0.14:0.04,6067.957,2897.7559,884.2114,1.00:0.48:0.15,27268,"hypothetical protein|252 AA"
185,true,"MMAR_2198|carA|carbamoyl-phosphate",73.55,79.73,35,21,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",93826.695,83643.58,80558.62,82036.4,90581.34,81816.125,10928.933,12234.668,10780.685,1.00:0.89:0.86:0.87:0.97:0.87:0.12:0.13:0.11,86009.625,84811.29,11339.955,1.00:0.99:0.13,39797,"synthase small chain CarA|376 AA"
246,true,"MMAR_5439|MMAR_5439|conserved",72.98,26.56,18,13,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",79225.34,86384.14,87596.734,61745.387,63172.348,64317.28,2317.639,3387.0962,2689.1545,1.00:1.09:1.11:0.78:0.80:0.81:0.03:0.04:0.03,84402.07,63078.34,2797.9631,1.00:0.75:0.03,43567,"hypothetical transmembrane protein|419 AA"
2146,true,"MMAR_5081|ispF|2C-methyl-D-erythritol",28.45,27.27,5,4,"",4604.104,4615.5127,2654.9321,3029.7117,2131.5027,1821.801,245.76645,697.00726,553.26154,1.00:1.00:0.58:0.66:0.46:0.40:0.05:0.15:0.12,3958.183,2327.6719,550.0995,1.00:0.59:0.14,16891,"2,4-cyclodiphosphate synthase IspF |166 AA"
2346,true,"MMAR_0305|MMAR_0305|conserved",12.06,7.22,2,2,"",466.98203,466.0442,532.60016,421.37643,279.759,390.74332,439.24316,530.82623,590.69476,1.00:1.00:1.14:0.90:0.60:0.84:0.94:1.14:1.26,488.5421,363.9596,520.2547,1.00:0.74:1.06,56364,"hypothetical protein|541 AA"
948,true,"MMAR_1261|purE|phosphoribosylaminoimidazole",42.36,77.19,14,8,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",18280.703,18372.984,19190.785,5290.929,8426.067,8893.018,3599.8662,3531.5757,3624.532,1.00:1.01:1.05:0.29:0.46:0.49:0.20:0.19:0.20,18614.824,7536.6714,3585.3247,1.00:0.40:0.19,17620,"carboxylase catalytic subunit PurE (air carboxylase) (AirC)|172 AA"
2037,true,"MMAR_4082|ogt|methylated-DNA--protein-cysteine",29.65,29.07,6,4,"Carbamidomethylation; Oxidation (M)",790.42224,1572.8308,1306.45,1948.7058,2076.8628,1682.7168,565.9028,528.8909,485.80658,1.00:1.99:1.65:2.47:2.63:2.13:0.72:0.67:0.61,1223.2344,1902.7618,526.86676,1.00:1.56:0.43,18738,"methyltransferase Ogt |173 AA"
1877,true,"MMAR_1343|gpm2|phosphoglycerate",36.84,28.44,5,4,"Carbamidomethylation",3917.8025,3134.0806,3187.937,317.0082,662.97644,614.97015,2371.7488,2619.9583,2100.0166,1.00:0.80:0.81:0.08:0.17:0.16:0.61:0.67:0.54,3413.2734,531.6516,2363.908,1.00:0.16:0.69,23182,"mutase Gpm2 |212 AA"
995,true,"MMAR_3796|MMAR_3796|type",26.37,6.44,16,7,"Deamidation (NQ)",17279.36,11712.677,17698.715,7505.8286,7422.409,4488.7847,1992.3206,3660.22,1171.5084,1.00:0.68:1.02:0.43:0.43:0.26:0.12:0.21:0.07,15563.584,6472.341,2274.6829,1.00:0.42:0.15,190441,"I modular polyketide synthase|1818 AA"
1149,true,"MMAR_0210|gcvT_1|aminomethyltransferase",33.68,44.53,12,10,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ)",3781.9033,3309.1006,3030.3943,1662.3749,1720.8297,2080.6145,154.31818,490.59116,358.4452,1.00:0.87:0.80:0.44:0.46:0.55:0.04:0.13:0.09,3373.7993,1821.2731,334.4515,1.00:0.54:0.10,40011,"GcvT_1ne|376 AA"
493,true,"MMAR_4613|MMAR_4613|lipid",59.33,58.15,25,17,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",23890.203,25625.336,24811.695,17533.375,20433.12,19065.336,9558.259,9035.25,9505.131,1.00:1.07:1.04:0.73:0.86:0.80:0.40:0.38:0.40,24775.744,19010.61,9366.213,1.00:0.77:0.38,43349,"carrier protein or keto acyl-CoA thiolase|412 AA"
2634,true,"MMAR_4898|MMAR_4898|conserved",12.79,20.99,2,1,"Carbamidomethylation",8962.554,8663.041,6898.8877,4444.6577,6159.6,6185.419,5648.2905,6169.1025,7067.265,1.00:0.97:0.77:0.50:0.69:0.69:0.63:0.69:0.79,8174.8276,5596.559,6294.886,1.00:0.68:0.77,8749,"protein|82 AA"
918,true,"MMAR_3845|citE|citrate",51.83,49.82,17,10,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",32924.805,33876.38,25563.867,14456.868,12165.206,15139.88,5662.3335,6139.3022,5759.8887,1.00:1.03:0.78:0.44:0.37:0.46:0.17:0.19:0.17,30788.348,13941.241,5853.842,1.00:0.45:0.19,29015,"(pro-3s)-lyase (beta subunit) CitE |274 AA"
2781,true,"MMAR_0255|mmpL5_4|conserved",8.38,1.13,2,1,"",1186.47,1047.9252,1187.2177,871.13367,2142.8408,194.7524,2642.7139,2577.8687,2748.786,1.00:0.88:1.00:0.73:1.81:0.16:2.23:2.17:2.32,1140.5376,1069.5757,2656.456,1.00:0.94:2.33,105191,"transmembrane transport protein, MmpL5_4|971 AA"
870,true,"MMAR_1392|MMAR_1392|conserved",44.46,50.80,18,14,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",11881.863,11819.972,12167.877,20107.314,11347.36,10401.665,1606.3445,1476.8849,1862.6458,1.00:0.99:1.02:1.69:0.96:0.88:0.14:0.12:0.16,11956.57,13952.113,1687.1431,1.00:1.17:0.14,41795,"hypothetical protein|375 AA"
2399,true,"MMAR_3406|MMAR_3406|conserved",16.93,3.46,1,1,"",525.8387,467.29126,575.7792,461.06842,382.81534,393.19547,360.0365,389.52927,420.43222,1.00:0.89:1.09:0.88:0.73:0.75:0.68:0.74:0.80,522.9697,412.35974,389.99933,1.00:0.79:0.75,49594,"hypothetical protein|464 AA"
1458,true,"MMAR_0058|MMAR_0058|short-chain",32.96,29.86,11,8,"Oxidation (M)",9528.48,8802.034,9462.389,6259.2383,6563.3105,4761.5903,4442.2812,4427.1494,4785.0537,1.00:0.92:0.99:0.66:0.69:0.50:0.47:0.46:0.50,9264.301,5861.38,4551.4946,1.00:0.63:0.49,23330,"type oxidoreductase|222 AA"
376,true,"MMAR_1210|alc|allantoicase",56.56,73.98,39,23,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",29529.121,32366.797,23578.633,32071.244,37437.24,36729.02,6440.361,6417.726,6082.8975,1.00:1.10:0.80:1.09:1.27:1.24:0.22:0.22:0.21,28491.518,35412.5,6371.19,1.00:1.24:0.22,34965,"Alc|320 AA"
2198,true,"MMAR_0037|MMAR_0037|conserved",16.81,16.61,8,3,"Acetylation (Protein N-term); Carbamidomethylation",1957.0953,1437.4014,1715.5852,1289.792,600.8584,518.1125,787.1972,701.8579,656.8085,1.00:0.73:0.88:0.66:0.31:0.26:0.40:0.36:0.34,1703.3606,802.921,715.2879,1.00:0.47:0.42,34510,"hypothetical protein|320 AA"
2533,true,"MMAR_4646|fprB|NADPH:adrenodoxin",8.29,3.21,1,1,"Carbamidomethylation; Deamidation (NQ)",273.1115,334.9251,253.87057,372.9264,38.72937,164.88644,76.62533,76.62726,91.71055,1.00:1.23:0.93:1.37:0.14:0.60:0.28:0.28:0.34,287.3024,192.18074,81.65438,1.00:0.67:0.28,59385,"oxidoreductase FprB|562 AA"
2057,true,"MMAR_3694|mbtC|polyketide",3.19,15.49,6,4,"Carbamidomethylation; Deamidation (NQ)",1268.7249,2537.4304,1815.4124,718.8703,2281.4321,1520.9441,930.5557,1113.386,1531.5923,1.00:2.00:1.43:0.57:1.80:1.20:0.73:0.88:1.21,1873.856,1507.0822,1191.8447,1.00:0.80:0.64,45421,"synthase MbtC|440 AA"
1815,true,"MMAR_1322|fadB3|3-hydroxybutyryl-CoA",18.06,18.03,4,3,"",1079.0872,903.57117,1222.7583,740.71655,506.64938,458.01794,837.38855,1284.5759,1322.5853,1.00:0.84:1.13:0.69:0.47:0.42:0.78:1.19:1.23,1068.4722,568.4613,1148.1832,1.00:0.53:1.07,32440,"dehydrogenase FadB3|295 AA"
885,true,"MMAR_4655|MMAR_4655|conserved",41.36,59.18,11,9,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",35052.727,54259.797,30152.68,29926.506,34894.69,36702.797,7558.1724,5527.71,6541.5938,1.00:1.55:0.86:0.85:1.00:1.05:0.22:0.16:0.19,39821.734,33841.332,6542.4917,1.00:0.85:0.16,28018,"protein|268 AA"
2432,true,"MMAR_2298|MMAR_2298|two",40.02,16.19,3,2,"Deamidation (NQ)",3043.3499,3102.7358,2169.089,1460.3937,1670.0708,1961.2203,362.2475,567.1132,337.64578,1.00:1.02:0.71:0.48:0.55:0.64:0.12:0.19:0.11,2771.725,1697.2283,422.33548,1.00:0.61:0.15,27311,"component regulator - receiver domain|248 AA"
441,true,"MMAR_1088|rpsK|30S",23.71,70.29,15,10,"Deamidation (NQ); Oxidation (M)",143599.22,138480.56,119866.164,106075.98,130362.08,130729.87,53642.117,82644.98,74239.266,1.00:0.96:0.83:0.74:0.91:0.91:0.37:0.58:0.52,133981.98,122389.31,70175.45,1.00:0.91:0.52,14686,"ribosomal protein S11, RpsK|139 AA"
979,true,"MMAR_1131|MMAR_1131|metal-dependent",13.50,27.95,14,10,"Deamidation (NQ)",8584.006,5533.3125,7837.1436,5684.1367,4218.989,5485.1475,1319.2428,3447.1294,3936.4834,1.00:0.64:0.91:0.66:0.49:0.64:0.15:0.40:0.46,7318.1543,5129.425,2900.952,1.00:0.70:0.40,59684,"hydrolase|552 AA"
1820,true,"MMAR_4498|MMAR_4498|conserved",31.94,83.13,7,5,"Carbamidomethylation; Oxidation (M)",22253.531,21622.05,10640.406,6211.665,5891.824,12217.3955,1514.8846,2141.538,1806.1766,1.00:0.97:0.48:0.28:0.26:0.55:0.07:0.10:0.08,18171.996,8106.9614,1820.8663,1.00:0.45:0.10,9236,"hypothetical protein|84 AA"
265,true,"MMAR_4232|fadD6|fatty-acid-CoA",55.67,68.97,43,30,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",46062.84,45266.19,41188.785,29915.299,30400.684,31961.727,3229.234,2471.3433,4345.107,1.00:0.98:0.89:0.65:0.66:0.69:0.07:0.05:0.09,44172.605,30759.234,3378.1206,1.00:0.70:0.08,63734,"ligase FadD6|594 AA"
59,true,"MMAR_1712|ilvC|ketol-acid",58.92,80.17,73,53,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",598733.2,602239.9,490013.25,346868.2,338872.44,381489.6,81789.36,101625.99,90320.9,1.00:1.01:0.82:0.58:0.57:0.64:0.14:0.17:0.15,563662.1,355743.44,91245.42,1.00:0.63:0.16,36956,"reductoisomerase IlvC|344 AA"
3109,true,"MMAR_4694|cyp150A6|cytochrome",65.10,5.90,1,1,"",305.7623,195.3899,170.89214,71.83788,124.78964,88.23953,0.0,0.0,0.0,1.00:0.64:0.56:0.23:0.41:0.29:0.00:0.00:0.00,224.01477,94.95569,0.0,1.00:0.42:0.00,47718,"P450 150A6 Cyp150A6|425 AA"
148,false,"MMAR_3770|MMAR_3770|conserved",31.38,5.22,2,1,"",5528.503,4590.7324,5668.674,3135.3726,3368.933,2470.075,0.0,1066.3304,1516.9719,1.00:0.83:1.03:0.57:0.61:0.45:0.00:0.19:0.27,5262.636,2991.4602,1291.6511,1.00:0.57:0.25,14128,"hypothetical membrane protein|135 AA"
2501,true,"MMAR_0216|MMAR_0216|glutamine-transport",12.63,9.09,2,2,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",847.8534,736.8976,720.59357,3506.3936,3632.0042,3724.2346,1377.0603,383.98468,45.297867,1.00:0.87:0.85:4.14:4.28:4.39:1.62:0.45:0.05,768.4482,3620.8774,602.11426,1.00:4.71:0.78,35831,"ATP-binding protein ABC transporter|331 AA"
3015,true,"MMAR_1229|phoY1|phosphate-transport",2.68,12.22,1,1,"",676.4219,383.49222,244.12053,165.71654,32.461143,1806.848,115.644165,126.271805,137.62296,1.00:0.57:0.36:0.24:0.05:2.67:0.17:0.19:0.20,434.67822,668.3419,126.51298,1.00:1.54:0.29,24182,"system transcriptional regulatory protein  PhoY1|222 AA"
1374,true,"MMAR_4480|tatD|deoxyribonuclease",33.94,42.20,11,6,"Carbamidomethylation; Deamidation (NQ)",3196.2878,2945.766,3603.7969,1739.0258,1837.6846,2007.0684,515.2806,995.9938,822.43805,1.00:0.92:1.13:0.54:0.57:0.63:0.16:0.31:0.26,3248.617,1861.2595,824.13806,1.00:0.57:0.25,30523,"TatD|283 AA"
2069,true,"MMAR_1314|MMAR_1314|oxidoreductase|385",1.47,17.71,7,4,"Carbamidomethylation; Deamidation (NQ)",1079.0398,755.67474,829.25775,1054.5549,1094.9357,823.46857,1749.2875,461.27316,451.53632,1.00:0.70:0.77:0.98:1.01:0.76:1.62:0.43:0.42,887.9907,990.98645,887.3657,1.00:1.12:1.00,41347,"AA"
1030,true,"MMAR_1573|MMAR_1573|conserved",21.97,37.58,13,11,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",4979.18,5147.703,4681.3457,11342.837,8823.388,4661.5747,877.91547,2389.1548,1740.3838,1.00:1.03:0.94:2.28:1.77:0.94:0.18:0.48:0.35,4936.076,8275.933,1995.0787,1.00:1.68:0.40,52955,"hypothetical protein|488 AA"
1317,true,"MMAR_2830|MMAR_2830|conserved",27.29,12.84,13,8,"Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q",4489.286,2318.979,4566.6245,2256.1733,2629.3948,2044.7047,888.72754,1076.1691,1069.2103,1.00:0.52:1.02:0.50:0.59:0.46:0.20:0.24:0.24,3791.63,2310.0908,1011.36896,1.00:0.61:0.27,95028,"hypothetical protein|873 AA"
2938,true,"MMAR_5104|panD|aspartate",42.47,15.38,2,2,"",4659.538,4049.8525,4512.7603,2146.2046,2008.5469,1933.5876,1910.6184,1688.7881,2200.6416,1.00:0.87:0.97:0.46:0.43:0.41:0.41:0.36:0.47,4407.384,2029.4463,1933.3494,1.00:0.46:0.44,15302,"1-decarboxylase precursor PanD |144 AA"
753,true,"MMAR_0106|MMAR_0106|conserved",6.44,43.73,15,9,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",51611.35,52155.43,26589.516,21527.771,44030.29,45346.355,24406.965,22399.012,27149.473,1.00:1.01:0.52:0.42:0.85:0.88:0.47:0.43:0.53,43452.1,36968.137,24861.922,1.00:0.85:0.57,37071,"hypothetical protein|344 AA"
2526,true,"MMAR_1700|MMAR_1700|conserved",58.96,19.57,3,3,"",4907.875,4504.851,5369.568,1074.2916,1338.9248,939.5871,519.193,506.6617,454.32883,1.00:0.92:1.09:0.22:0.27:0.19:0.11:0.10:0.09,4927.4316,1117.6012,493.39453,1.00:0.23:0.10,24678,"hypothetical protein|231 AA"
963,true,"MMAR_2368|MMAR_2368|conserved",19.20,66.43,19,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",51955.83,52716.754,29654.037,19868.152,41974.434,38074.26,9039.18,11402.979,17627.846,1.00:1.01:0.57:0.38:0.81:0.73:0.17:0.22:0.34,44775.54,33305.617,12690.002,1.00:0.74:0.28,15405,"protein|144 AA"
1348,true,"MMAR_4328|metE|5-methyltetrahydropteroyltriglutamate--",40.49,13.89,9,6,"Carbamidomethylation; Pyro-glu from Q",3720.252,3719.2903,2931.069,4258.4395,8309.518,6921.9634,826.1379,947.7347,821.7461,1.00:1.00:0.79:1.14:2.23:1.86:0.22:0.25:0.22,3456.8704,6496.64,865.20624,1.00:1.88:0.25,82079,"homocysteine methyltransferase MetE|764 AA"
1763,true,"MMAR_4113|dhaA|haloalkane",41.79,19.66,5,4,"Deamidation (NQ)",1605.3231,1412.6259,1016.1481,773.68866,806.0167,744.1125,146.81378,113.48481,0.0,1.00:0.88:0.63:0.48:0.50:0.46:0.09:0.07:0.00,1344.699,774.60596,130.14929,1.00:0.58:0.10,32365,"dehalogenase DhaA|291 AA"
586,true,"MMAR_4476|pks16|polyketide",77.37,39.89,19,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",16709.842,17701.512,17803.18,23099.93,21727.707,21666.293,5360.782,4910.4443,4935.375,1.00:1.06:1.07:1.38:1.30:1.30:0.32:0.29:0.30,17404.844,22164.643,5105.4985,1.00:1.27:0.29,58488,"synthase Pks16|545 AA"
504,true,"MMAR_2222|ribA2|riboflavin",33.78,69.88,29,20,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",21743.62,20727.656,17296.71,15581.584,18391.389,15883.746,9713.034,8069.4287,10209.159,1.00:0.95:0.80:0.72:0.85:0.73:0.45:0.37:0.47,19922.662,16618.906,9330.541,1.00:0.83:0.47,46040,"biosynthesis protein RibA2|426 AA"
358,true,"MMAR_2241|tpi|triosephosphate",52.17,99.62,30,20,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",139968.75,143698.52,115555.72,116869.75,130811.06,125790.24,44885.133,47901.54,47981.805,1.00:1.03:0.83:0.83:0.93:0.90:0.32:0.34:0.34,133074.33,124490.35,46922.83,1.00:0.94:0.35,27293,"isomerase Tpi|262 AA"
1973,true,"MMAR_3837|MMAR_3837|cutinase",31.95,25.96,4,4,"Carbamidomethylation",2834.7524,3327.021,2575.8098,1934.4169,2627.9937,2428.875,1017.9458,1297.1511,883.49603,1.00:1.17:0.91:0.68:0.93:0.86:0.36:0.46:0.31,2912.5276,2330.4285,1066.1976,1.00:0.80:0.37,23933,"precursor |236 AA"
14,true,"MMAR_2282|acn|aconitate",27.42,75.13,126,73,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",457579.06,462513.25,333930.56,298698.9,379178.8,380333.66,106123.5,176643.02,165752.94,1.00:1.01:0.73:0.65:0.83:0.83:0.23:0.39:0.36,418007.6,352737.12,149506.48,1.00:0.84:0.36,101149,"hydratase Acn|934 AA"
2701,true,"MMAR_2862|fadE17|acyl-CoA",15.79,4.16,1,1,"Carbamidomethylation",820.9035,443.13437,102.482025,84.77571,341.77768,348.8579,0.0,0.0,63.904594,1.00:0.54:0.12:0.10:0.42:0.42:0.00:0.00:0.08,455.50662,258.47043,63.904594,1.00:0.57:0.14,44560,"dehydrogenase FadE17|410 AA"
2657,true,"MMAR_1570|MMAR_1570|conserved",27.00,7.01,1,1,"Deamidation (NQ)",275.4919,291.07816,228.77383,90.947205,192.44435,33.385124,3546.1975,0.0,3794.333,1.00:1.06:0.83:0.33:0.70:0.12:12.87:0.00:13.77,265.11462,105.592224,3670.2651,1.00:0.40:13.84,22293,"hypothetical secreted protein|215 AA"
487,true,"MMAR_2840|atsD_2|arylsulfatase",24.97,33.42,27,19,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",21480.691,22497.008,30404.848,23053.951,30032.93,34297.598,13524.108,14153.307,13734.213,1.00:1.05:1.42:1.07:1.40:1.60:0.63:0.66:0.64,24794.182,29128.16,13803.876,1.00:1.17:0.56,85358,"AtsD_2|776 AA"
2431,true,"MMAR_0812|MMAR_0812|mannosyltransferase|467",22.20,9.01,3,2,"",2834.4448,2515.6619,3051.8125,1410.0956,525.5906,1039.6879,645.66223,702.9217,293.4136,1.00:0.89:1.08:0.50:0.19:0.37:0.23:0.25:0.10,2800.6396,991.7914,547.3325,1.00:0.35:0.20,49023,"AA"
1688,true,"MMAR_4651|MMAR_4651|rRNA",54.65,32.97,9,5,"Deamidation (NQ)",6580.4365,5839.9717,5943.6587,2956.9333,2843.1763,3115.2441,615.16736,385.30774,374.4056,1.00:0.89:0.90:0.45:0.43:0.47:0.09:0.06:0.06,6121.356,2971.7847,490.40594,1.00:0.49:0.08,29713,"methyltransferase|280 AA"
999,true,"MMAR_1842|mapB|methionine",17.12,37.89,13,9,"Deamidation (NQ); Oxidation (M)",38038.42,34207.566,40151.85,29312.258,21076.438,28660.727,25692.41,13085.714,14771.347,1.00:0.90:1.06:0.77:0.55:0.75:0.68:0.34:0.39,37465.945,26349.807,17849.824,1.00:0.70:0.48,31233,"aminopeptidase MapB|286 AA"
1167,true,"MMAR_3711|cysH|3'-phosphoadenosine",20.37,44.58,14,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",9780.058,11314.413,11722.589,4160.785,4833.933,2145.9998,2655.6533,5426.012,3529.022,1.00:1.16:1.20:0.43:0.49:0.22:0.27:0.55:0.36,10939.02,3713.5728,3927.593,1.00:0.34:0.36,26681,"5'-phosphosulfate reductase CysH |250 AA"
